hash,horario_primeira_aparicao,horario_ultima_aparicao,posicao_inicial,posicao_final,id_imagem,numero_camera
e1fa6e86,2025-08-20 14:21:27,2025-08-20 14:21:49,"(36,244)","(187,474)",img_756,29
e1fa6e86,2025-08-20 14:22:00,2025-08-20 14:22:22,"(289,57)","(204,488)",img_794,30
e1fa6e86,2025-08-20 14:22:30,2025-08-20 14:22:52,"(478,56)","(107,350)",img_127,31
e1fa6e86,2025-08-20 14:22:58,2025-08-20 14:23:20,"(169,216)","(235,212)",img_435,32
e1fa6e86,2025-08-20 14:23:29,2025-08-20 14:23:51,"(96,118)","(487,72)",img_818,33
e1fa6e86,2025-08-20 14:23:59,2025-08-20 14:24:21,"(186,364)","(303,397)",img_129,34
e1fa6e86,2025-08-20 14:24:27,2025-08-20 14:24:49,"(468,476)","(91,230)",img_629,35
e1fa6e86,2025-08-20 14:25:00,2025-08-20 14:25:22,"(459,295)","(15,279)",img_575,36
e1fa6e86,2025-08-20 14:25:35,2025-08-20 14:25:57,"(314,471)","(350,424)",img_237,37
e1fa6e86,2025-08-20 14:26:08,2025-08-20 14:26:30,"(13,306)","(175,163)",img_946,38
e1fa6e86,2025-08-20 14:26:40,2025-08-20 14:27:02,"(108,179)","(299,89)",img_881,39
e1fa6e86,2025-08-20 14:27:11,2025-08-20 14:27:33,"(339,387)","(246,336)",img_723,40
e1fa6e86,2025-08-20 14:27:48,2025-08-20 14:28:10,"(76,10)","(324,41)",img_875,41
e1fa6e86,2025-08-20 14:28:25,2025-08-20 14:28:47,"(77,341)","(480,187)",img_770,42
e1fa6e86,2025-08-20 14:29:00,2025-08-20 14:29:22,"(163,1)","(147,100)",img_728,43
e1fa6e86,2025-08-20 14:29:30,2025-08-20 14:29:52,"(209,281)","(116,361)",img_670,44
e1fa6e86,2025-08-20 14:30:06,2025-08-20 14:30:28,"(238,89)","(246,32)",img_474,45
e1fa6e86,2025-08-20 14:30:41,2025-08-20 14:31:03,"(209,28)","(269,396)",img_448,46
e1fa6e86,2025-08-20 14:31:13,2025-08-20 14:31:35,"(140,154)","(286,140)",img_739,47
0a587b04,2025-08-20 14:02:00,2025-08-20 14:02:25,"(28,241)","(39,204)",img_920,1
0a587b04,2025-08-20 14:02:36,2025-08-20 14:03:01,"(342,274)","(13,25)",img_168,2
0a587b04,2025-08-20 14:03:15,2025-08-20 14:03:40,"(73,144)","(332,268)",img_321,3
0a587b04,2025-08-20 14:03:49,2025-08-20 14:04:14,"(249,311)","(174,138)",img_790,4
0a587b04,2025-08-20 14:04:25,2025-08-20 14:04:50,"(0,20)","(13,224)",img_616,5
0a587b04,2025-08-20 14:04:55,2025-08-20 14:05:20,"(84,472)","(99,454)",img_395,6
0a587b04,2025-08-20 14:05:29,2025-08-20 14:05:54,"(437,342)","(124,212)",img_879,7
0a587b04,2025-08-20 14:06:06,2025-08-20 14:06:31,"(318,239)","(275,396)",img_551,8
0a587b04,2025-08-20 14:06:45,2025-08-20 14:07:10,"(65,285)","(429,34)",img_428,9
0a587b04,2025-08-20 14:07:21,2025-08-20 14:07:46,"(70,182)","(63,398)",img_759,10
0a587b04,2025-08-20 14:07:55,2025-08-20 14:08:20,"(235,293)","(58,398)",img_987,11
0a587b04,2025-08-20 14:08:33,2025-08-20 14:08:58,"(489,109)","(359,94)",img_453,12
0a587b04,2025-08-20 14:09:10,2025-08-20 14:09:35,"(436,473)","(414,376)",img_185,13
0a587b04,2025-08-20 14:09:49,2025-08-20 14:10:14,"(371,323)","(16,500)",img_236,14
0a587b04,2025-08-20 14:10:23,2025-08-20 14:10:48,"(75,50)","(486,163)",img_309,15
0a587b04,2025-08-20 14:10:55,2025-08-20 14:11:20,"(245,267)","(419,175)",img_815,16
0a587b04,2025-08-20 14:11:27,2025-08-20 14:11:52,"(5,30)","(494,446)",img_303,17
0a587b04,2025-08-20 14:12:03,2025-08-20 14:12:28,"(43,0)","(13,232)",img_871,18
0a587b04,2025-08-20 14:12:35,2025-08-20 14:13:00,"(140,317)","(383,466)",img_602,19
0a587b04,2025-08-20 14:13:05,2025-08-20 14:13:30,"(444,458)","(152,131)",img_723,20
0a587b04,2025-08-20 14:13:35,2025-08-20 14:14:00,"(429,16)","(259,17)",img_612,21
0a587b04,2025-08-20 14:14:06,2025-08-20 14:14:31,"(165,9)","(478,61)",img_247,22
0a587b04,2025-08-20 14:14:41,2025-08-20 14:15:06,"(494,224)","(181,251)",img_648,23
0a587b04,2025-08-20 14:15:17,2025-08-20 14:15:42,"(89,89)","(224,166)",img_568,24
0a587b04,2025-08-20 14:15:55,2025-08-20 14:16:20,"(75,495)","(150,205)",img_381,25
0a587b04,2025-08-20 14:16:33,2025-08-20 14:16:58,"(210,48)","(55,259)",img_963,26
0a587b04,2025-08-20 14:17:10,2025-08-20 14:17:35,"(364,84)","(274,135)",img_663,27
0a587b04,2025-08-20 14:17:47,2025-08-20 14:18:12,"(335,350)","(120,375)",img_643,28
0a587b04,2025-08-20 14:18:27,2025-08-20 14:18:52,"(93,148)","(99,257)",img_854,29
0a587b04,2025-08-20 14:19:06,2025-08-20 14:19:31,"(69,210)","(108,436)",img_660,30
0a587b04,2025-08-20 14:19:40,2025-08-20 14:20:05,"(171,326)","(160,154)",img_107,31
0a587b04,2025-08-20 14:20:19,2025-08-20 14:20:44,"(79,118)","(162,110)",img_115,32
0a587b04,2025-08-20 14:20:50,2025-08-20 14:21:15,"(275,236)","(100,189)",img_652,33
0a587b04,2025-08-20 14:21:21,2025-08-20 14:21:46,"(327,70)","(129,107)",img_776,34
0a587b04,2025-08-20 14:21:59,2025-08-20 14:22:24,"(485,103)","(391,388)",img_518,35
0a587b04,2025-08-20 14:22:31,2025-08-20 14:22:56,"(295,19)","(37,190)",img_597,36
0a587b04,2025-08-20 14:23:10,2025-08-20 14:23:35,"(461,390)","(451,203)",img_147,37
0a587b04,2025-08-20 14:23:41,2025-08-20 14:24:06,"(198,414)","(343,212)",img_530,38
0a587b04,2025-08-20 14:24:18,2025-08-20 14:24:43,"(363,309)","(359,415)",img_443,39
0a587b04,2025-08-20 14:24:57,2025-08-20 14:25:22,"(283,10)","(360,341)",img_753,40
0a587b04,2025-08-20 14:25:34,2025-08-20 14:25:59,"(277,22)","(464,139)",img_901,41
0a587b04,2025-08-20 14:26:07,2025-08-20 14:26:32,"(163,229)","(88,387)",img_327,42
0a587b04,2025-08-20 14:26:43,2025-08-20 14:27:08,"(455,66)","(48,118)",img_878,43
0a587b04,2025-08-20 14:27:21,2025-08-20 14:27:46,"(66,338)","(500,178)",img_541,44
0a587b04,2025-08-20 14:28:01,2025-08-20 14:28:26,"(11,160)","(326,388)",img_209,45
0a587b04,2025-08-20 14:28:40,2025-08-20 14:29:05,"(443,381)","(221,433)",img_314,46
0a587b04,2025-08-20 14:29:11,2025-08-20 14:29:36,"(87,343)","(436,72)",img_856,47
c162a7a1,2025-08-20 14:06:00,2025-08-20 14:06:40,"(178,74)","(444,48)",img_778,1
c162a7a1,2025-08-20 14:06:51,2025-08-20 14:07:31,"(233,200)","(401,98)",img_808,2
c162a7a1,2025-08-20 14:07:36,2025-08-20 14:08:16,"(274,451)","(220,413)",img_160,3
c162a7a1,2025-08-20 14:08:31,2025-08-20 14:09:11,"(301,187)","(281,234)",img_193,4
c162a7a1,2025-08-20 14:09:23,2025-08-20 14:10:03,"(19,236)","(79,429)",img_852,5
c162a7a1,2025-08-20 14:10:12,2025-08-20 14:10:52,"(311,308)","(232,316)",img_995,6
c162a7a1,2025-08-20 14:11:02,2025-08-20 14:11:42,"(112,228)","(230,447)",img_441,7
c162a7a1,2025-08-20 14:11:55,2025-08-20 14:12:35,"(353,476)","(21,215)",img_258,8
c162a7a1,2025-08-20 14:12:44,2025-08-20 14:13:24,"(120,170)","(416,396)",img_914,9
c162a7a1,2025-08-20 14:13:37,2025-08-20 14:14:17,"(60,310)","(67,379)",img_195,10
c162a7a1,2025-08-20 14:14:22,2025-08-20 14:15:02,"(378,436)","(70,9)",img_113,11
c162a7a1,2025-08-20 14:15:10,2025-08-20 14:15:50,"(39,232)","(2,82)",img_652,12
c162a7a1,2025-08-20 14:16:03,2025-08-20 14:16:43,"(20,349)","(23,12)",img_555,13
c162a7a1,2025-08-20 14:16:55,2025-08-20 14:17:35,"(6,227)","(238,320)",img_936,14
c162a7a1,2025-08-20 14:17:40,2025-08-20 14:18:20,"(203,147)","(184,179)",img_554,15
c162a7a1,2025-08-20 14:18:26,2025-08-20 14:19:06,"(150,341)","(52,116)",img_994,16
c162a7a1,2025-08-20 14:19:14,2025-08-20 14:19:54,"(245,140)","(286,305)",img_474,17
c162a7a1,2025-08-20 14:19:59,2025-08-20 14:20:39,"(495,172)","(444,314)",img_131,18
c162a7a1,2025-08-20 14:20:51,2025-08-20 14:21:31,"(113,445)","(414,78)",img_336,19
c162a7a1,2025-08-20 14:21:41,2025-08-20 14:22:21,"(67,333)","(463,256)",img_426,20
c162a7a1,2025-08-20 14:22:30,2025-08-20 14:23:10,"(400,56)","(235,316)",img_336,21
c162a7a1,2025-08-20 14:23:19,2025-08-20 14:23:59,"(153,285)","(215,375)",img_164,22
c162a7a1,2025-08-20 14:24:05,2025-08-20 14:24:45,"(380,252)","(264,213)",img_840,23
c162a7a1,2025-08-20 14:24:58,2025-08-20 14:25:38,"(361,481)","(160,419)",img_464,24
c162a7a1,2025-08-20 14:25:43,2025-08-20 14:26:23,"(429,267)","(44,138)",img_554,25
c162a7a1,2025-08-20 14:26:28,2025-08-20 14:27:08,"(410,181)","(415,116)",img_802,26
c162a7a1,2025-08-20 14:27:20,2025-08-20 14:28:00,"(272,498)","(39,392)",img_510,27
c162a7a1,2025-08-20 14:28:05,2025-08-20 14:28:45,"(76,435)","(107,328)",img_261,28
c162a7a1,2025-08-20 14:28:52,2025-08-20 14:29:32,"(171,373)","(353,399)",img_650,29
c162a7a1,2025-08-20 14:29:45,2025-08-20 14:30:25,"(46,50)","(212,198)",img_227,30
c162a7a1,2025-08-20 14:30:38,2025-08-20 14:31:18,"(68,487)","(114,393)",img_376,31
c162a7a1,2025-08-20 14:31:25,2025-08-20 14:32:05,"(105,446)","(105,189)",img_656,32
c162a7a1,2025-08-20 14:32:17,2025-08-20 14:32:57,"(132,237)","(294,473)",img_552,33
c162a7a1,2025-08-20 14:33:05,2025-08-20 14:33:45,"(89,293)","(295,111)",img_813,34
c162a7a1,2025-08-20 14:33:50,2025-08-20 14:34:30,"(361,437)","(198,192)",img_844,35
c162a7a1,2025-08-20 14:34:36,2025-08-20 14:35:16,"(122,382)","(218,416)",img_812,36
c162a7a1,2025-08-20 14:35:25,2025-08-20 14:36:05,"(77,375)","(105,201)",img_230,37
c162a7a1,2025-08-20 14:36:19,2025-08-20 14:36:59,"(90,290)","(118,397)",img_378,38
c162a7a1,2025-08-20 14:37:05,2025-08-20 14:37:45,"(154,285)","(324,109)",img_915,39
c162a7a1,2025-08-20 14:37:54,2025-08-20 14:38:34,"(465,464)","(370,423)",img_442,40
c162a7a1,2025-08-20 14:38:48,2025-08-20 14:39:28,"(349,28)","(273,434)",img_255,41
c162a7a1,2025-08-20 14:39:39,2025-08-20 14:40:19,"(390,341)","(137,310)",img_663,42
c162a7a1,2025-08-20 14:40:34,2025-08-20 14:41:14,"(15,396)","(82,66)",img_454,43
c162a7a1,2025-08-20 14:41:24,2025-08-20 14:42:04,"(133,205)","(37,148)",img_957,44
c162a7a1,2025-08-20 14:42:11,2025-08-20 14:42:51,"(373,190)","(257,8)",img_562,45
c162a7a1,2025-08-20 14:43:00,2025-08-20 14:43:40,"(247,444)","(225,413)",img_823,46
c162a7a1,2025-08-20 14:43:54,2025-08-20 14:44:34,"(392,209)","(173,359)",img_154,47
d72da789,2025-08-20 14:08:00,2025-08-20 14:08:40,"(86,262)","(478,489)",img_486,1
d72da789,2025-08-20 14:08:52,2025-08-20 14:09:32,"(190,42)","(283,21)",img_266,2
d72da789,2025-08-20 14:09:42,2025-08-20 14:10:22,"(362,5)","(389,461)",img_107,3
d72da789,2025-08-20 14:10:34,2025-08-20 14:11:14,"(458,310)","(47,233)",img_677,4
d72da789,2025-08-20 14:11:29,2025-08-20 14:12:09,"(0,238)","(112,306)",img_865,5
d72da789,2025-08-20 14:12:16,2025-08-20 14:12:56,"(264,242)","(498,419)",img_437,6
d72da789,2025-08-20 14:13:06,2025-08-20 14:13:46,"(208,426)","(120,491)",img_650,7
d72da789,2025-08-20 14:13:53,2025-08-20 14:14:33,"(217,221)","(92,445)",img_477,8
d72da789,2025-08-20 14:14:48,2025-08-20 14:15:28,"(18,0)","(493,464)",img_493,9
d72da789,2025-08-20 14:15:35,2025-08-20 14:16:15,"(296,175)","(100,258)",img_592,10
d72da789,2025-08-20 14:16:26,2025-08-20 14:17:06,"(382,170)","(500,158)",img_823,11
d72da789,2025-08-20 14:17:17,2025-08-20 14:17:57,"(469,80)","(321,13)",img_210,12
d72da789,2025-08-20 14:18:11,2025-08-20 14:18:51,"(73,459)","(487,52)",img_861,13
d72da789,2025-08-20 14:19:00,2025-08-20 14:19:40,"(65,318)","(9,109)",img_178,14
d72da789,2025-08-20 14:19:45,2025-08-20 14:20:25,"(49,258)","(489,0)",img_653,15
d72da789,2025-08-20 14:20:30,2025-08-20 14:21:10,"(41,368)","(208,23)",img_267,16
d72da789,2025-08-20 14:21:24,2025-08-20 14:22:04,"(319,375)","(36,394)",img_303,17
d72da789,2025-08-20 14:22:09,2025-08-20 14:22:49,"(349,339)","(249,435)",img_542,18
d72da789,2025-08-20 14:23:00,2025-08-20 14:23:40,"(475,306)","(482,396)",img_390,19
d72da789,2025-08-20 14:23:53,2025-08-20 14:24:33,"(203,33)","(412,351)",img_436,20
d72da789,2025-08-20 14:24:47,2025-08-20 14:25:27,"(392,404)","(234,224)",img_417,21
d72da789,2025-08-20 14:25:38,2025-08-20 14:26:18,"(281,80)","(471,23)",img_498,22
d72da789,2025-08-20 14:26:33,2025-08-20 14:27:13,"(464,172)","(122,346)",img_756,23
d72da789,2025-08-20 14:27:26,2025-08-20 14:28:06,"(9,366)","(181,295)",img_594,24
d72da789,2025-08-20 14:28:19,2025-08-20 14:28:59,"(31,497)","(133,153)",img_524,25
d72da789,2025-08-20 14:29:12,2025-08-20 14:29:52,"(173,35)","(251,473)",img_621,26
d72da789,2025-08-20 14:30:04,2025-08-20 14:30:44,"(271,42)","(198,121)",img_347,27
d72da789,2025-08-20 14:30:54,2025-08-20 14:31:34,"(233,364)","(163,143)",img_939,28
d72da789,2025-08-20 14:31:41,2025-08-20 14:32:21,"(344,483)","(92,136)",img_767,29
d72da789,2025-08-20 14:32:27,2025-08-20 14:33:07,"(483,361)","(190,84)",img_932,30
d72da789,2025-08-20 14:33:18,2025-08-20 14:33:58,"(146,200)","(209,50)",img_107,31
d72da789,2025-08-20 14:34:10,2025-08-20 14:34:50,"(460,328)","(48,211)",img_830,32
d72da789,2025-08-20 14:35:03,2025-08-20 14:35:43,"(128,441)","(187,141)",img_231,33
d72da789,2025-08-20 14:35:54,2025-08-20 14:36:34,"(182,304)","(309,320)",img_982,34
d72da789,2025-08-20 14:36:39,2025-08-20 14:37:19,"(423,417)","(494,299)",img_234,35
d72da789,2025-08-20 14:37:27,2025-08-20 14:38:07,"(228,258)","(269,141)",img_954,36
d72da789,2025-08-20 14:38:19,2025-08-20 14:38:59,"(17,262)","(30,173)",img_924,37
d72da789,2025-08-20 14:39:06,2025-08-20 14:39:46,"(123,240)","(477,104)",img_525,38
d72da789,2025-08-20 14:39:54,2025-08-20 14:40:34,"(494,10)","(262,464)",img_362,39
d72da789,2025-08-20 14:40:40,2025-08-20 14:41:20,"(217,452)","(320,284)",img_930,40
d72da789,2025-08-20 14:41:34,2025-08-20 14:42:14,"(44,234)","(419,470)",img_263,41
d72da789,2025-08-20 14:42:19,2025-08-20 14:42:59,"(462,400)","(206,159)",img_889,42
d72da789,2025-08-20 14:43:05,2025-08-20 14:43:45,"(238,128)","(61,10)",img_309,43
d72da789,2025-08-20 14:43:59,2025-08-20 14:44:39,"(194,210)","(390,137)",img_842,44
d72da789,2025-08-20 14:44:51,2025-08-20 14:45:31,"(235,244)","(206,122)",img_773,45
d72da789,2025-08-20 14:45:43,2025-08-20 14:46:23,"(448,236)","(106,3)",img_527,46
d72da789,2025-08-20 14:46:36,2025-08-20 14:47:16,"(178,191)","(442,257)",img_962,47
fcbb4316,2025-08-20 14:07:00,2025-08-20 14:07:37,"(238,491)","(71,292)",img_935,1
fcbb4316,2025-08-20 14:07:48,2025-08-20 14:08:25,"(366,260)","(228,144)",img_982,2
fcbb4316,2025-08-20 14:08:33,2025-08-20 14:09:10,"(124,82)","(55,470)",img_496,3
fcbb4316,2025-08-20 14:09:21,2025-08-20 14:09:58,"(478,69)","(184,477)",img_153,4
fcbb4316,2025-08-20 14:10:09,2025-08-20 14:10:46,"(258,294)","(245,265)",img_253,5
fcbb4316,2025-08-20 14:10:55,2025-08-20 14:11:32,"(375,370)","(101,57)",img_294,6
fcbb4316,2025-08-20 14:11:45,2025-08-20 14:12:22,"(418,165)","(416,9)",img_862,7
fcbb4316,2025-08-20 14:12:33,2025-08-20 14:13:10,"(359,122)","(197,382)",img_429,8
fcbb4316,2025-08-20 14:13:22,2025-08-20 14:13:59,"(175,192)","(322,388)",img_911,9
fcbb4316,2025-08-20 14:14:08,2025-08-20 14:14:45,"(211,37)","(438,0)",img_752,10
fcbb4316,2025-08-20 14:14:52,2025-08-20 14:15:29,"(364,30)","(340,165)",img_766,11
fcbb4316,2025-08-20 14:15:34,2025-08-20 14:16:11,"(449,401)","(376,335)",img_847,12
fcbb4316,2025-08-20 14:16:25,2025-08-20 14:17:02,"(290,371)","(398,26)",img_344,13
fcbb4316,2025-08-20 14:17:08,2025-08-20 14:17:45,"(376,282)","(354,381)",img_886,14
fcbb4316,2025-08-20 14:17:54,2025-08-20 14:18:31,"(143,443)","(224,59)",img_321,15
fcbb4316,2025-08-20 14:18:36,2025-08-20 14:19:13,"(189,12)","(106,485)",img_409,16
fcbb4316,2025-08-20 14:19:21,2025-08-20 14:19:58,"(486,480)","(294,413)",img_390,17
fcbb4316,2025-08-20 14:20:10,2025-08-20 14:20:47,"(253,358)","(334,468)",img_433,18
fcbb4316,2025-08-20 14:20:56,2025-08-20 14:21:33,"(148,453)","(161,189)",img_293,19
fcbb4316,2025-08-20 14:21:44,2025-08-20 14:22:21,"(267,477)","(182,467)",img_189,20
fcbb4316,2025-08-20 14:22:36,2025-08-20 14:23:13,"(325,355)","(406,181)",img_327,21
fcbb4316,2025-08-20 14:23:25,2025-08-20 14:24:02,"(415,191)","(176,183)",img_272,22
fcbb4316,2025-08-20 14:24:15,2025-08-20 14:24:52,"(498,453)","(80,69)",img_492,23
fcbb4316,2025-08-20 14:25:01,2025-08-20 14:25:38,"(6,113)","(83,335)",img_621,24
fcbb4316,2025-08-20 14:25:53,2025-08-20 14:26:30,"(101,18)","(265,295)",img_369,25
fcbb4316,2025-08-20 14:26:44,2025-08-20 14:27:21,"(37,428)","(159,463)",img_341,26
fcbb4316,2025-08-20 14:27:30,2025-08-20 14:28:07,"(406,9)","(35,192)",img_879,27
fcbb4316,2025-08-20 14:28:15,2025-08-20 14:28:52,"(102,443)","(70,103)",img_177,28
fcbb4316,2025-08-20 14:29:02,2025-08-20 14:29:39,"(42,34)","(346,120)",img_697,29
fcbb4316,2025-08-20 14:29:48,2025-08-20 14:30:25,"(428,302)","(66,85)",img_538,30
fcbb4316,2025-08-20 14:30:35,2025-08-20 14:31:12,"(338,287)","(93,398)",img_438,31
fcbb4316,2025-08-20 14:31:25,2025-08-20 14:32:02,"(234,59)","(201,58)",img_713,32
fcbb4316,2025-08-20 14:32:09,2025-08-20 14:32:46,"(432,417)","(265,62)",img_132,33
fcbb4316,2025-08-20 14:32:51,2025-08-20 14:33:28,"(92,450)","(281,11)",img_387,34
fcbb4316,2025-08-20 14:33:34,2025-08-20 14:34:11,"(86,42)","(350,120)",img_674,35
fcbb4316,2025-08-20 14:34:24,2025-08-20 14:35:01,"(389,349)","(453,9)",img_487,36
fcbb4316,2025-08-20 14:35:06,2025-08-20 14:35:43,"(271,482)","(214,154)",img_341,37
fcbb4316,2025-08-20 14:35:49,2025-08-20 14:36:26,"(486,481)","(39,123)",img_933,38
fcbb4316,2025-08-20 14:36:38,2025-08-20 14:37:15,"(287,333)","(399,108)",img_243,39
fcbb4316,2025-08-20 14:37:28,2025-08-20 14:38:05,"(136,63)","(162,327)",img_732,40
fcbb4316,2025-08-20 14:38:15,2025-08-20 14:38:52,"(119,40)","(41,131)",img_986,41
fcbb4316,2025-08-20 14:39:04,2025-08-20 14:39:41,"(321,127)","(1,86)",img_303,42
fcbb4316,2025-08-20 14:39:46,2025-08-20 14:40:23,"(299,109)","(124,30)",img_937,43
fcbb4316,2025-08-20 14:40:30,2025-08-20 14:41:07,"(40,361)","(289,172)",img_751,44
fcbb4316,2025-08-20 14:41:17,2025-08-20 14:41:54,"(130,315)","(265,93)",img_110,45
fcbb4316,2025-08-20 14:42:00,2025-08-20 14:42:37,"(218,211)","(48,238)",img_255,46
fcbb4316,2025-08-20 14:42:42,2025-08-20 14:43:19,"(441,111)","(446,489)",img_425,47
98fb9c69,2025-08-20 14:07:00,2025-08-20 14:07:23,"(44,436)","(293,193)",img_686,1
98fb9c69,2025-08-20 14:07:32,2025-08-20 14:07:55,"(69,47)","(333,16)",img_975,2
98fb9c69,2025-08-20 14:08:01,2025-08-20 14:08:24,"(443,315)","(50,186)",img_292,3
98fb9c69,2025-08-20 14:08:38,2025-08-20 14:09:01,"(66,316)","(112,141)",img_297,4
98fb9c69,2025-08-20 14:09:08,2025-08-20 14:09:31,"(29,455)","(228,32)",img_212,5
98fb9c69,2025-08-20 14:09:42,2025-08-20 14:10:05,"(3,222)","(348,494)",img_479,6
98fb9c69,2025-08-20 14:10:10,2025-08-20 14:10:33,"(305,160)","(342,181)",img_198,7
98fb9c69,2025-08-20 14:10:40,2025-08-20 14:11:03,"(295,303)","(53,120)",img_708,8
98fb9c69,2025-08-20 14:11:18,2025-08-20 14:11:41,"(265,343)","(362,411)",img_584,9
98fb9c69,2025-08-20 14:11:52,2025-08-20 14:12:15,"(389,300)","(444,227)",img_337,10
98fb9c69,2025-08-20 14:12:28,2025-08-20 14:12:51,"(239,389)","(126,338)",img_220,11
98fb9c69,2025-08-20 14:13:03,2025-08-20 14:13:26,"(376,327)","(230,373)",img_389,12
98fb9c69,2025-08-20 14:13:40,2025-08-20 14:14:03,"(71,201)","(349,286)",img_560,13
98fb9c69,2025-08-20 14:14:18,2025-08-20 14:14:41,"(11,280)","(445,44)",img_938,14
98fb9c69,2025-08-20 14:14:46,2025-08-20 14:15:09,"(140,313)","(9,344)",img_840,15
98fb9c69,2025-08-20 14:15:15,2025-08-20 14:15:38,"(342,169)","(167,148)",img_718,16
98fb9c69,2025-08-20 14:15:51,2025-08-20 14:16:14,"(100,427)","(442,476)",img_527,17
98fb9c69,2025-08-20 14:16:26,2025-08-20 14:16:49,"(464,417)","(259,421)",img_183,18
98fb9c69,2025-08-20 14:16:55,2025-08-20 14:17:18,"(231,303)","(461,424)",img_668,19
98fb9c69,2025-08-20 14:17:30,2025-08-20 14:17:53,"(136,421)","(459,60)",img_238,20
98fb9c69,2025-08-20 14:18:08,2025-08-20 14:18:31,"(231,193)","(452,496)",img_200,21
98fb9c69,2025-08-20 14:18:41,2025-08-20 14:19:04,"(28,13)","(152,59)",img_162,22
98fb9c69,2025-08-20 14:19:12,2025-08-20 14:19:35,"(218,420)","(80,319)",img_552,23
98fb9c69,2025-08-20 14:19:47,2025-08-20 14:20:10,"(402,428)","(46,378)",img_446,24
98fb9c69,2025-08-20 14:20:23,2025-08-20 14:20:46,"(305,278)","(461,498)",img_368,25
98fb9c69,2025-08-20 14:20:58,2025-08-20 14:21:21,"(227,325)","(432,222)",img_888,26
98fb9c69,2025-08-20 14:21:27,2025-08-20 14:21:50,"(116,446)","(283,403)",img_693,27
98fb9c69,2025-08-20 14:21:59,2025-08-20 14:22:22,"(232,68)","(262,286)",img_958,28
98fb9c69,2025-08-20 14:22:29,2025-08-20 14:22:52,"(225,8)","(156,26)",img_784,29
98fb9c69,2025-08-20 14:23:01,2025-08-20 14:23:24,"(47,126)","(412,111)",img_795,30
98fb9c69,2025-08-20 14:23:31,2025-08-20 14:23:54,"(98,239)","(115,16)",img_902,31
98fb9c69,2025-08-20 14:24:06,2025-08-20 14:24:29,"(476,341)","(216,266)",img_571,32
98fb9c69,2025-08-20 14:24:34,2025-08-20 14:24:57,"(134,259)","(121,458)",img_673,33
98fb9c69,2025-08-20 14:25:03,2025-08-20 14:25:26,"(382,441)","(193,426)",img_458,34
98fb9c69,2025-08-20 14:25:41,2025-08-20 14:26:04,"(441,113)","(302,419)",img_258,35
98fb9c69,2025-08-20 14:26:12,2025-08-20 14:26:35,"(281,138)","(24,169)",img_128,36
98fb9c69,2025-08-20 14:26:42,2025-08-20 14:27:05,"(256,446)","(400,4)",img_741,37
98fb9c69,2025-08-20 14:27:20,2025-08-20 14:27:43,"(492,417)","(4,132)",img_760,38
98fb9c69,2025-08-20 14:27:55,2025-08-20 14:28:18,"(92,167)","(457,290)",img_407,39
98fb9c69,2025-08-20 14:28:33,2025-08-20 14:28:56,"(137,35)","(132,63)",img_346,40
98fb9c69,2025-08-20 14:29:02,2025-08-20 14:29:25,"(201,323)","(330,422)",img_173,41
98fb9c69,2025-08-20 14:29:37,2025-08-20 14:30:00,"(395,347)","(417,160)",img_162,42
98fb9c69,2025-08-20 14:30:10,2025-08-20 14:30:33,"(442,77)","(239,245)",img_237,43
98fb9c69,2025-08-20 14:30:45,2025-08-20 14:31:08,"(323,86)","(169,397)",img_595,44
98fb9c69,2025-08-20 14:31:18,2025-08-20 14:31:41,"(71,232)","(394,407)",img_831,45
98fb9c69,2025-08-20 14:31:49,2025-08-20 14:32:12,"(177,41)","(246,423)",img_585,46
98fb9c69,2025-08-20 14:32:25,2025-08-20 14:32:48,"(301,259)","(278,370)",img_272,47
b97a433c,2025-08-20 14:06:00,2025-08-20 14:06:20,"(204,195)","(49,1)",img_323,1
b97a433c,2025-08-20 14:06:28,2025-08-20 14:06:48,"(409,469)","(91,337)",img_322,2
b97a433c,2025-08-20 14:07:02,2025-08-20 14:07:22,"(294,312)","(369,154)",img_536,3
b97a433c,2025-08-20 14:07:29,2025-08-20 14:07:49,"(315,159)","(293,412)",img_309,4
b97a433c,2025-08-20 14:07:55,2025-08-20 14:08:15,"(88,257)","(341,216)",img_106,5
b97a433c,2025-08-20 14:08:26,2025-08-20 14:08:46,"(281,473)","(235,382)",img_432,6
b97a433c,2025-08-20 14:08:55,2025-08-20 14:09:15,"(113,486)","(231,372)",img_784,7
b97a433c,2025-08-20 14:09:30,2025-08-20 14:09:50,"(464,351)","(123,322)",img_320,8
b97a433c,2025-08-20 14:09:57,2025-08-20 14:10:17,"(70,358)","(451,425)",img_990,9
b97a433c,2025-08-20 14:10:25,2025-08-20 14:10:45,"(8,179)","(390,26)",img_411,10
b97a433c,2025-08-20 14:11:00,2025-08-20 14:11:20,"(455,13)","(431,91)",img_304,11
b97a433c,2025-08-20 14:11:35,2025-08-20 14:11:55,"(19,355)","(500,453)",img_210,12
b97a433c,2025-08-20 14:12:06,2025-08-20 14:12:26,"(242,332)","(368,356)",img_751,13
b97a433c,2025-08-20 14:12:31,2025-08-20 14:12:51,"(44,435)","(165,142)",img_386,14
b97a433c,2025-08-20 14:13:02,2025-08-20 14:13:22,"(467,13)","(301,147)",img_450,15
b97a433c,2025-08-20 14:13:37,2025-08-20 14:13:57,"(77,91)","(218,450)",img_669,16
