hash,horario_primeira_aparicao,horario_ultima_aparicao,posicao_inicial,posicao_final,id_imagem,numero_camera
6ac0442d,2025-08-20 14:02:00,2025-08-20 14:02:38,"(437,168)","(371,345)",img_644,1
6ac0442d,2025-08-20 14:02:46,2025-08-20 14:03:24,"(413,434)","(129,461)",img_666,2
6ac0442d,2025-08-20 14:03:38,2025-08-20 14:04:16,"(13,15)","(207,61)",img_977,3
6ac0442d,2025-08-20 14:04:23,2025-08-20 14:05:01,"(326,333)","(80,255)",img_437,4
6ac0442d,2025-08-20 14:05:15,2025-08-20 14:05:53,"(205,100)","(427,100)",img_823,5
6ac0442d,2025-08-20 14:05:59,2025-08-20 14:06:37,"(307,111)","(392,232)",img_913,6
6ac0442d,2025-08-20 14:06:46,2025-08-20 14:07:24,"(430,411)","(341,443)",img_533,7
6ac0442d,2025-08-20 14:07:37,2025-08-20 14:08:15,"(432,233)","(271,290)",img_962,8
6ac0442d,2025-08-20 14:08:22,2025-08-20 14:09:00,"(68,34)","(463,453)",img_206,9
6ac0442d,2025-08-20 14:09:11,2025-08-20 14:09:49,"(364,420)","(157,11)",img_620,10
53565596,2025-08-20 14:02:00,2025-08-20 14:02:34,"(292,128)","(244,206)",img_170,1
53565596,2025-08-20 14:02:43,2025-08-20 14:03:17,"(34,229)","(165,238)",img_186,2
53565596,2025-08-20 14:03:29,2025-08-20 14:04:03,"(426,11)","(421,6)",img_928,3
53565596,2025-08-20 14:04:17,2025-08-20 14:04:51,"(446,475)","(401,47)",img_310,4
53565596,2025-08-20 14:04:57,2025-08-20 14:05:31,"(383,137)","(210,289)",img_863,5
53565596,2025-08-20 14:05:46,2025-08-20 14:06:20,"(325,392)","(481,86)",img_900,6
53565596,2025-08-20 14:06:26,2025-08-20 14:07:00,"(256,195)","(75,245)",img_748,7
53565596,2025-08-20 14:07:06,2025-08-20 14:07:40,"(50,424)","(137,490)",img_921,8
53565596,2025-08-20 14:07:48,2025-08-20 14:08:22,"(2,391)","(485,374)",img_914,9
53565596,2025-08-20 14:08:28,2025-08-20 14:09:02,"(478,209)","(209,244)",img_518,10
a801bda4,2025-08-20 14:08:00,2025-08-20 14:08:31,"(447,374)","(423,3)",img_496,1
a801bda4,2025-08-20 14:08:42,2025-08-20 14:09:13,"(494,221)","(252,203)",img_936,2
a801bda4,2025-08-20 14:09:22,2025-08-20 14:09:53,"(71,85)","(127,405)",img_580,3
a801bda4,2025-08-20 14:10:01,2025-08-20 14:10:32,"(143,348)","(294,162)",img_405,4
a801bda4,2025-08-20 14:10:45,2025-08-20 14:11:16,"(314,380)","(141,206)",img_320,5
a801bda4,2025-08-20 14:11:24,2025-08-20 14:11:55,"(402,81)","(285,176)",img_497,6
a801bda4,2025-08-20 14:12:00,2025-08-20 14:12:31,"(260,313)","(401,184)",img_192,7
a801bda4,2025-08-20 14:12:41,2025-08-20 14:13:12,"(45,450)","(187,338)",img_488,8
a801bda4,2025-08-20 14:13:26,2025-08-20 14:13:57,"(469,416)","(226,283)",img_443,9
a801bda4,2025-08-20 14:14:03,2025-08-20 14:14:34,"(383,417)","(381,346)",img_908,10
2f243005,2025-08-20 14:10:00,2025-08-20 14:10:40,"(13,80)","(239,408)",img_904,1
2f243005,2025-08-20 14:10:45,2025-08-20 14:11:25,"(225,45)","(418,103)",img_491,2
2f243005,2025-08-20 14:11:30,2025-08-20 14:12:10,"(102,0)","(420,236)",img_595,3
2f243005,2025-08-20 14:12:25,2025-08-20 14:13:05,"(425,129)","(327,280)",img_283,4
2f243005,2025-08-20 14:13:19,2025-08-20 14:13:59,"(382,416)","(171,154)",img_999,5
2f243005,2025-08-20 14:14:10,2025-08-20 14:14:50,"(314,125)","(102,181)",img_868,6
2f243005,2025-08-20 14:14:59,2025-08-20 14:15:39,"(31,54)","(90,259)",img_356,7
2f243005,2025-08-20 14:15:53,2025-08-20 14:16:33,"(423,178)","(195,89)",img_549,8
2f243005,2025-08-20 14:16:44,2025-08-20 14:17:24,"(5,384)","(368,144)",img_476,9
2f243005,2025-08-20 14:17:39,2025-08-20 14:18:19,"(48,434)","(184,74)",img_921,10
e104d186,2025-08-20 14:08:00,2025-08-20 14:08:20,"(484,405)","(325,373)",img_257,1
e104d186,2025-08-20 14:08:26,2025-08-20 14:08:46,"(406,78)","(270,378)",img_537,2
e104d186,2025-08-20 14:09:01,2025-08-20 14:09:21,"(285,271)","(15,294)",img_363,3
e104d186,2025-08-20 14:09:31,2025-08-20 14:09:51,"(250,94)","(391,323)",img_155,4
e104d186,2025-08-20 14:10:03,2025-08-20 14:10:23,"(235,4)","(291,491)",img_588,5
e104d186,2025-08-20 14:10:29,2025-08-20 14:10:49,"(488,240)","(386,78)",img_143,6
e104d186,2025-08-20 14:10:58,2025-08-20 14:11:18,"(372,118)","(441,311)",img_261,7
e104d186,2025-08-20 14:11:23,2025-08-20 14:11:43,"(462,86)","(316,235)",img_574,8
e104d186,2025-08-20 14:11:49,2025-08-20 14:12:09,"(175,244)","(234,232)",img_880,9
e104d186,2025-08-20 14:12:20,2025-08-20 14:12:40,"(420,323)","(468,13)",img_311,10
f7903088,2025-08-20 14:09:00,2025-08-20 14:09:37,"(240,250)","(185,237)",img_686,1
f7903088,2025-08-20 14:09:47,2025-08-20 14:10:24,"(175,245)","(185,278)",img_876,2
f7903088,2025-08-20 14:10:34,2025-08-20 14:11:11,"(496,460)","(141,386)",img_587,3
f7903088,2025-08-20 14:11:23,2025-08-20 14:12:00,"(4,343)","(288,184)",img_852,4
f7903088,2025-08-20 14:12:06,2025-08-20 14:12:43,"(362,39)","(142,411)",img_582,5
f7903088,2025-08-20 14:12:57,2025-08-20 14:13:34,"(342,364)","(247,472)",img_189,6
f7903088,2025-08-20 14:13:42,2025-08-20 14:14:19,"(233,249)","(219,35)",img_575,7
f7903088,2025-08-20 14:14:25,2025-08-20 14:15:02,"(32,304)","(108,127)",img_667,8
f7903088,2025-08-20 14:15:08,2025-08-20 14:15:45,"(387,356)","(113,362)",img_837,9
f7903088,2025-08-20 14:15:51,2025-08-20 14:16:28,"(38,221)","(249,49)",img_463,10
cc046bb1,2025-08-20 14:00:00,2025-08-20 14:00:36,"(393,473)","(373,154)",img_563,1
cc046bb1,2025-08-20 14:00:50,2025-08-20 14:01:26,"(308,240)","(373,458)",img_416,2
cc046bb1,2025-08-20 14:01:41,2025-08-20 14:02:17,"(322,468)","(437,321)",img_952,3
cc046bb1,2025-08-20 14:02:24,2025-08-20 14:03:00,"(277,444)","(412,467)",img_414,4
cc046bb1,2025-08-20 14:03:06,2025-08-20 14:03:42,"(83,144)","(47,235)",img_684,5
cc046bb1,2025-08-20 14:03:57,2025-08-20 14:04:33,"(266,388)","(296,81)",img_220,6
cc046bb1,2025-08-20 14:04:43,2025-08-20 14:05:19,"(125,485)","(201,153)",img_477,7
cc046bb1,2025-08-20 14:05:26,2025-08-20 14:06:02,"(92,191)","(208,392)",img_731,8
cc046bb1,2025-08-20 14:06:09,2025-08-20 14:06:45,"(425,330)","(269,9)",img_151,9
cc046bb1,2025-08-20 14:06:56,2025-08-20 14:07:32,"(153,368)","(224,416)",img_772,10
39fdc34c,2025-08-20 14:07:00,2025-08-20 14:07:34,"(373,430)","(414,407)",img_966,1
39fdc34c,2025-08-20 14:07:42,2025-08-20 14:08:16,"(164,280)","(437,300)",img_195,2
39fdc34c,2025-08-20 14:08:28,2025-08-20 14:09:02,"(476,21)","(128,440)",img_378,3
39fdc34c,2025-08-20 14:09:14,2025-08-20 14:09:48,"(369,241)","(467,179)",img_565,4
39fdc34c,2025-08-20 14:10:03,2025-08-20 14:10:37,"(206,409)","(261,217)",img_564,5
39fdc34c,2025-08-20 14:10:47,2025-08-20 14:11:21,"(152,350)","(28,464)",img_875,6
39fdc34c,2025-08-20 14:11:28,2025-08-20 14:12:02,"(492,158)","(99,2)",img_451,7
39fdc34c,2025-08-20 14:12:14,2025-08-20 14:12:48,"(317,379)","(169,94)",img_463,8
39fdc34c,2025-08-20 14:12:59,2025-08-20 14:13:33,"(8,19)","(298,473)",img_474,9
39fdc34c,2025-08-20 14:13:47,2025-08-20 14:14:21,"(362,230)","(181,462)",img_351,10
960af98a,2025-08-20 14:10:00,2025-08-20 14:10:35,"(333,483)","(180,29)",img_124,1
960af98a,2025-08-20 14:10:43,2025-08-20 14:11:18,"(99,162)","(199,277)",img_741,2
960af98a,2025-08-20 14:11:27,2025-08-20 14:12:02,"(288,145)","(405,33)",img_802,3
960af98a,2025-08-20 14:12:15,2025-08-20 14:12:50,"(440,140)","(294,300)",img_378,4
960af98a,2025-08-20 14:12:56,2025-08-20 14:13:31,"(356,64)","(367,419)",img_420,5
960af98a,2025-08-20 14:13:46,2025-08-20 14:14:21,"(4,155)","(497,240)",img_312,6
960af98a,2025-08-20 14:14:31,2025-08-20 14:15:06,"(264,444)","(150,480)",img_864,7
960af98a,2025-08-20 14:15:17,2025-08-20 14:15:52,"(58,491)","(120,342)",img_507,8
960af98a,2025-08-20 14:15:58,2025-08-20 14:16:33,"(439,85)","(408,13)",img_917,9
960af98a,2025-08-20 14:16:41,2025-08-20 14:17:16,"(130,390)","(264,37)",img_749,10
9a44591d,2025-08-20 14:01:00,2025-08-20 14:01:31,"(448,471)","(243,451)",img_134,1
9a44591d,2025-08-20 14:01:46,2025-08-20 14:02:17,"(409,288)","(31,75)",img_545,2
9a44591d,2025-08-20 14:02:24,2025-08-20 14:02:55,"(493,83)","(187,440)",img_276,3
9a44591d,2025-08-20 14:03:08,2025-08-20 14:03:39,"(488,268)","(467,196)",img_164,4
9a44591d,2025-08-20 14:03:44,2025-08-20 14:04:15,"(360,249)","(221,267)",img_506,5
9a44591d,2025-08-20 14:04:22,2025-08-20 14:04:53,"(300,442)","(6,414)",img_456,6
9a44591d,2025-08-20 14:05:06,2025-08-20 14:05:37,"(415,181)","(480,276)",img_467,7
9a44591d,2025-08-20 14:05:44,2025-08-20 14:06:15,"(314,91)","(251,359)",img_910,8
9a44591d,2025-08-20 14:06:21,2025-08-20 14:06:52,"(300,385)","(47,367)",img_469,9
9a44591d,2025-08-20 14:07:06,2025-08-20 14:07:37,"(481,100)","(341,243)",img_144,10
1b5d1e8e,2025-08-20 14:07:00,2025-08-20 14:07:29,"(53,486)","(389,211)",img_147,1
1b5d1e8e,2025-08-20 14:07:40,2025-08-20 14:08:09,"(459,305)","(247,485)",img_698,2
1b5d1e8e,2025-08-20 14:08:23,2025-08-20 14:08:52,"(415,86)","(317,32)",img_387,3
1b5d1e8e,2025-08-20 14:08:58,2025-08-20 14:09:27,"(330,418)","(81,8)",img_759,4
1b5d1e8e,2025-08-20 14:09:40,2025-08-20 14:10:09,"(311,275)","(185,30)",img_344,5
1b5d1e8e,2025-08-20 14:10:23,2025-08-20 14:10:52,"(474,147)","(256,378)",img_423,6
1b5d1e8e,2025-08-20 14:10:59,2025-08-20 14:11:28,"(165,452)","(335,484)",img_112,7
1b5d1e8e,2025-08-20 14:11:39,2025-08-20 14:12:08,"(379,480)","(471,443)",img_325,8
1b5d1e8e,2025-08-20 14:12:16,2025-08-20 14:12:45,"(336,277)","(433,431)",img_287,9
1b5d1e8e,2025-08-20 14:12:52,2025-08-20 14:13:21,"(446,478)","(346,49)",img_693,10
79f2eca7,2025-08-20 14:09:00,2025-08-20 14:09:25,"(382,217)","(247,388)",img_797,1
79f2eca7,2025-08-20 14:09:34,2025-08-20 14:09:59,"(453,232)","(188,91)",img_519,2
79f2eca7,2025-08-20 14:10:08,2025-08-20 14:10:33,"(137,207)","(221,394)",img_109,3
79f2eca7,2025-08-20 14:10:38,2025-08-20 14:11:03,"(370,21)","(448,214)",img_794,4
79f2eca7,2025-08-20 14:11:11,2025-08-20 14:11:36,"(471,32)","(87,155)",img_639,5
79f2eca7,2025-08-20 14:11:51,2025-08-20 14:12:16,"(469,268)","(41,218)",img_902,6
79f2eca7,2025-08-20 14:12:21,2025-08-20 14:12:46,"(73,45)","(78,333)",img_369,7
79f2eca7,2025-08-20 14:12:58,2025-08-20 14:13:23,"(359,242)","(55,196)",img_981,8
79f2eca7,2025-08-20 14:13:31,2025-08-20 14:13:56,"(114,316)","(69,370)",img_649,9
79f2eca7,2025-08-20 14:14:03,2025-08-20 14:14:28,"(459,232)","(488,416)",img_790,10
9df15637,2025-08-20 14:07:00,2025-08-20 14:07:39,"(334,229)","(165,410)",img_575,1
9df15637,2025-08-20 14:07:47,2025-08-20 14:08:26,"(284,385)","(22,497)",img_817,2
9df15637,2025-08-20 14:08:31,2025-08-20 14:09:10,"(379,217)","(303,115)",img_576,3
9df15637,2025-08-20 14:09:24,2025-08-20 14:10:03,"(106,149)","(442,438)",img_757,4
9df15637,2025-08-20 14:10:15,2025-08-20 14:10:54,"(269,341)","(45,37)",img_497,5
9df15637,2025-08-20 14:11:04,2025-08-20 14:11:43,"(218,278)","(104,250)",img_293,6
9df15637,2025-08-20 14:11:48,2025-08-20 14:12:27,"(368,470)","(74,401)",img_135,7
9df15637,2025-08-20 14:12:42,2025-08-20 14:13:21,"(355,122)","(61,56)",img_608,8
9df15637,2025-08-20 14:13:35,2025-08-20 14:14:14,"(358,485)","(95,436)",img_232,9
9df15637,2025-08-20 14:14:23,2025-08-20 14:15:02,"(74,467)","(438,268)",img_333,10
60190de1,2025-08-20 14:00:00,2025-08-20 14:00:31,"(229,125)","(50,138)",img_797,1
60190de1,2025-08-20 14:00:43,2025-08-20 14:01:14,"(134,4)","(144,19)",img_317,2
60190de1,2025-08-20 14:01:23,2025-08-20 14:01:54,"(14,430)","(60,4)",img_760,3
60190de1,2025-08-20 14:02:07,2025-08-20 14:02:38,"(413,170)","(42,203)",img_994,4
60190de1,2025-08-20 14:02:43,2025-08-20 14:03:14,"(15,88)","(103,470)",img_477,5
60190de1,2025-08-20 14:03:27,2025-08-20 14:03:58,"(66,278)","(466,144)",img_102,6
60190de1,2025-08-20 14:04:07,2025-08-20 14:04:38,"(159,52)","(107,142)",img_235,7
60190de1,2025-08-20 14:04:46,2025-08-20 14:05:17,"(496,435)","(151,442)",img_199,8
60190de1,2025-08-20 14:05:23,2025-08-20 14:05:54,"(416,220)","(149,15)",img_140,9
60190de1,2025-08-20 14:06:00,2025-08-20 14:06:31,"(166,453)","(328,38)",img_554,10
1ff3715c,2025-08-20 14:02:00,2025-08-20 14:02:20,"(82,62)","(25,70)",img_369,1
1ff3715c,2025-08-20 14:02:26,2025-08-20 14:02:46,"(301,496)","(65,379)",img_151,2
1ff3715c,2025-08-20 14:02:57,2025-08-20 14:03:17,"(67,402)","(228,323)",img_421,3
1ff3715c,2025-08-20 14:03:28,2025-08-20 14:03:48,"(479,177)","(79,311)",img_873,4
1ff3715c,2025-08-20 14:03:54,2025-08-20 14:04:14,"(139,104)","(106,448)",img_389,5
1ff3715c,2025-08-20 14:04:26,2025-08-20 14:04:46,"(147,242)","(338,418)",img_946,6
1ff3715c,2025-08-20 14:04:53,2025-08-20 14:05:13,"(375,275)","(39,210)",img_126,7
1ff3715c,2025-08-20 14:05:25,2025-08-20 14:05:45,"(381,142)","(462,101)",img_120,8
1ff3715c,2025-08-20 14:05:56,2025-08-20 14:06:16,"(204,317)","(240,273)",img_565,9
1ff3715c,2025-08-20 14:06:25,2025-08-20 14:06:45,"(245,265)","(442,52)",img_488,10
b51f07c5,2025-08-20 14:10:00,2025-08-20 14:10:21,"(295,426)","(462,464)",img_116,1
b51f07c5,2025-08-20 14:10:28,2025-08-20 14:10:49,"(343,425)","(104,125)",img_934,2
b51f07c5,2025-08-20 14:10:55,2025-08-20 14:11:16,"(57,315)","(478,341)",img_683,3
b51f07c5,2025-08-20 14:11:21,2025-08-20 14:11:42,"(363,383)","(218,119)",img_932,4
b51f07c5,2025-08-20 14:11:57,2025-08-20 14:12:18,"(324,243)","(167,354)",img_688,5
b51f07c5,2025-08-20 14:12:24,2025-08-20 14:12:45,"(110,447)","(468,79)",img_579,6
b51f07c5,2025-08-20 14:12:50,2025-08-20 14:13:11,"(55,49)","(366,79)",img_636,7
b51f07c5,2025-08-20 14:13:17,2025-08-20 14:13:38,"(40,43)","(480,183)",img_370,8
b51f07c5,2025-08-20 14:13:49,2025-08-20 14:14:10,"(144,229)","(445,136)",img_470,9
b51f07c5,2025-08-20 14:14:16,2025-08-20 14:14:37,"(317,230)","(187,345)",img_526,10
d28b3658,2025-08-20 14:00:00,2025-08-20 14:00:31,"(387,147)","(276,84)",img_916,1
d28b3658,2025-08-20 14:00:44,2025-08-20 14:01:15,"(473,312)","(55,4)",img_549,2
d28b3658,2025-08-20 14:01:22,2025-08-20 14:01:53,"(127,307)","(397,63)",img_596,3
d28b3658,2025-08-20 14:02:02,2025-08-20 14:02:33,"(102,186)","(396,220)",img_251,4
d28b3658,2025-08-20 14:02:42,2025-08-20 14:03:13,"(51,121)","(253,231)",img_114,5
d28b3658,2025-08-20 14:03:26,2025-08-20 14:03:57,"(319,89)","(336,393)",img_221,6
d28b3658,2025-08-20 14:04:02,2025-08-20 14:04:33,"(115,281)","(204,33)",img_892,7
d28b3658,2025-08-20 14:04:43,2025-08-20 14:05:14,"(458,122)","(477,482)",img_581,8
d28b3658,2025-08-20 14:05:19,2025-08-20 14:05:50,"(142,393)","(494,90)",img_533,9
d28b3658,2025-08-20 14:06:05,2025-08-20 14:06:36,"(172,48)","(374,96)",img_226,10
9a22e324,2025-08-20 14:04:00,2025-08-20 14:04:36,"(431,104)","(170,206)",img_244,1
9a22e324,2025-08-20 14:04:45,2025-08-20 14:05:21,"(306,423)","(164,199)",img_546,2
9a22e324,2025-08-20 14:05:31,2025-08-20 14:06:07,"(396,39)","(140,437)",img_593,3
9a22e324,2025-08-20 14:06:21,2025-08-20 14:06:57,"(356,50)","(456,304)",img_914,4
9a22e324,2025-08-20 14:07:08,2025-08-20 14:07:44,"(111,394)","(456,311)",img_350,5
9a22e324,2025-08-20 14:07:56,2025-08-20 14:08:32,"(257,41)","(78,120)",img_243,6
9a22e324,2025-08-20 14:08:39,2025-08-20 14:09:15,"(325,405)","(77,495)",img_588,7
9a22e324,2025-08-20 14:09:30,2025-08-20 14:10:06,"(67,283)","(191,296)",img_354,8
9a22e324,2025-08-20 14:10:11,2025-08-20 14:10:47,"(198,461)","(324,238)",img_441,9
9a22e324,2025-08-20 14:10:54,2025-08-20 14:11:30,"(249,207)","(384,441)",img_903,10
e1fa6e86,2025-08-20 14:09:00,2025-08-20 14:09:23,"(33,324)","(425,345)",img_629,1
e1fa6e86,2025-08-20 14:09:32,2025-08-20 14:09:55,"(119,355)","(401,499)",img_113,2
e1fa6e86,2025-08-20 14:10:06,2025-08-20 14:10:29,"(384,182)","(267,166)",img_311,3
e1fa6e86,2025-08-20 14:10:34,2025-08-20 14:10:57,"(310,71)","(325,172)",img_516,4
e1fa6e86,2025-08-20 14:11:07,2025-08-20 14:11:30,"(358,405)","(306,456)",img_243,5
e1fa6e86,2025-08-20 14:11:36,2025-08-20 14:11:59,"(231,2)","(181,460)",img_628,6
e1fa6e86,2025-08-20 14:12:09,2025-08-20 14:12:32,"(406,248)","(193,437)",img_990,7
e1fa6e86,2025-08-20 14:12:46,2025-08-20 14:13:09,"(276,49)","(286,470)",img_861,8
e1fa6e86,2025-08-20 14:13:14,2025-08-20 14:13:37,"(329,380)","(317,203)",img_219,9
e1fa6e86,2025-08-20 14:13:43,2025-08-20 14:14:06,"(210,56)","(203,298)",img_884,10
0a587b04,2025-08-20 14:01:00,2025-08-20 14:01:39,"(298,283)","(247,464)",img_477,1
0a587b04,2025-08-20 14:01:44,2025-08-20 14:02:23,"(139,397)","(76,486)",img_903,2
0a587b04,2025-08-20 14:02:32,2025-08-20 14:03:11,"(133,118)","(339,29)",img_625,3
0a587b04,2025-08-20 14:03:18,2025-08-20 14:03:57,"(215,91)","(56,422)",img_926,4
0a587b04,2025-08-20 14:04:06,2025-08-20 14:04:45,"(410,222)","(471,24)",img_682,5
0a587b04,2025-08-20 14:04:51,2025-08-20 14:05:30,"(414,27)","(30,11)",img_548,6
0a587b04,2025-08-20 14:05:37,2025-08-20 14:06:16,"(133,280)","(69,225)",img_627,7
0a587b04,2025-08-20 14:06:30,2025-08-20 14:07:09,"(7,328)","(310,340)",img_833,8
0a587b04,2025-08-20 14:07:22,2025-08-20 14:08:01,"(483,74)","(79,206)",img_300,9
0a587b04,2025-08-20 14:08:09,2025-08-20 14:08:48,"(246,365)","(70,262)",img_617,10
c162a7a1,2025-08-20 14:04:00,2025-08-20 14:04:20,"(179,283)","(59,455)",img_317,1
c162a7a1,2025-08-20 14:04:26,2025-08-20 14:04:46,"(247,167)","(8,454)",img_279,2
c162a7a1,2025-08-20 14:04:56,2025-08-20 14:05:16,"(83,445)","(400,291)",img_306,3
c162a7a1,2025-08-20 14:05:27,2025-08-20 14:05:47,"(375,83)","(237,75)",img_428,4
c162a7a1,2025-08-20 14:05:52,2025-08-20 14:06:12,"(305,272)","(250,171)",img_725,5
c162a7a1,2025-08-20 14:06:25,2025-08-20 14:06:45,"(226,213)","(500,89)",img_662,6
c162a7a1,2025-08-20 14:06:54,2025-08-20 14:07:14,"(464,378)","(413,62)",img_610,7
c162a7a1,2025-08-20 14:07:23,2025-08-20 14:07:43,"(312,444)","(455,321)",img_389,8
c162a7a1,2025-08-20 14:07:50,2025-08-20 14:08:10,"(330,418)","(492,341)",img_264,9
c162a7a1,2025-08-20 14:08:23,2025-08-20 14:08:43,"(347,253)","(132,278)",img_982,10
d72da789,2025-08-20 14:06:00,2025-08-20 14:06:22,"(242,431)","(31,241)",img_164,1
d72da789,2025-08-20 14:06:33,2025-08-20 14:06:55,"(498,145)","(238,461)",img_168,2
d72da789,2025-08-20 14:07:05,2025-08-20 14:07:27,"(489,411)","(114,394)",img_795,3
d72da789,2025-08-20 14:07:36,2025-08-20 14:07:58,"(479,57)","(303,25)",img_153,4
d72da789,2025-08-20 14:08:08,2025-08-20 14:08:30,"(407,177)","(186,69)",img_329,5
d72da789,2025-08-20 14:08:41,2025-08-20 14:09:03,"(284,81)","(495,321)",img_374,6
d72da789,2025-08-20 14:09:11,2025-08-20 14:09:33,"(487,69)","(307,500)",img_842,7
d72da789,2025-08-20 14:09:40,2025-08-20 14:10:02,"(451,407)","(214,178)",img_368,8
d72da789,2025-08-20 14:10:14,2025-08-20 14:10:36,"(202,422)","(216,500)",img_249,9
d72da789,2025-08-20 14:10:51,2025-08-20 14:11:13,"(104,390)","(92,39)",img_249,10
fcbb4316,2025-08-20 14:04:00,2025-08-20 14:04:21,"(150,486)","(152,70)",img_810,1
fcbb4316,2025-08-20 14:04:31,2025-08-20 14:04:52,"(62,400)","(298,188)",img_841,2
fcbb4316,2025-08-20 14:04:57,2025-08-20 14:05:18,"(186,54)","(171,111)",img_312,3
fcbb4316,2025-08-20 14:05:29,2025-08-20 14:05:50,"(156,10)","(226,303)",img_324,4
fcbb4316,2025-08-20 14:06:01,2025-08-20 14:06:22,"(354,175)","(116,240)",img_745,5
fcbb4316,2025-08-20 14:06:36,2025-08-20 14:06:57,"(82,433)","(252,449)",img_433,6
fcbb4316,2025-08-20 14:07:09,2025-08-20 14:07:30,"(356,304)","(118,316)",img_212,7
fcbb4316,2025-08-20 14:07:36,2025-08-20 14:07:57,"(472,346)","(335,477)",img_883,8
fcbb4316,2025-08-20 14:08:11,2025-08-20 14:08:32,"(440,265)","(270,498)",img_509,9
fcbb4316,2025-08-20 14:08:37,2025-08-20 14:08:58,"(204,6)","(87,428)",img_773,10
98fb9c69,2025-08-20 14:04:00,2025-08-20 14:04:28,"(340,40)","(221,17)",img_942,1
98fb9c69,2025-08-20 14:04:34,2025-08-20 14:05:02,"(14,239)","(276,391)",img_483,2
98fb9c69,2025-08-20 14:05:15,2025-08-20 14:05:43,"(288,364)","(136,470)",img_663,3
98fb9c69,2025-08-20 14:05:54,2025-08-20 14:06:22,"(25,33)","(295,371)",img_947,4
98fb9c69,2025-08-20 14:06:35,2025-08-20 14:07:03,"(157,425)","(64,159)",img_846,5
98fb9c69,2025-08-20 14:07:17,2025-08-20 14:07:45,"(339,498)","(118,252)",img_783,6
98fb9c69,2025-08-20 14:07:56,2025-08-20 14:08:24,"(57,223)","(147,469)",img_795,7
98fb9c69,2025-08-20 14:08:31,2025-08-20 14:08:59,"(213,415)","(410,118)",img_120,8
98fb9c69,2025-08-20 14:09:13,2025-08-20 14:09:41,"(148,292)","(444,12)",img_856,9
98fb9c69,2025-08-20 14:09:48,2025-08-20 14:10:16,"(387,102)","(154,265)",img_597,10
b97a433c,2025-08-20 14:04:00,2025-08-20 14:04:29,"(108,297)","(36,431)",img_150,1
b97a433c,2025-08-20 14:04:36,2025-08-20 14:05:05,"(72,288)","(382,373)",img_994,2
b97a433c,2025-08-20 14:05:12,2025-08-20 14:05:41,"(191,452)","(85,248)",img_781,3
b97a433c,2025-08-20 14:05:46,2025-08-20 14:06:15,"(218,446)","(383,75)",img_348,4
b97a433c,2025-08-20 14:06:26,2025-08-20 14:06:55,"(203,180)","(482,85)",img_158,5
b97a433c,2025-08-20 14:07:02,2025-08-20 14:07:31,"(93,472)","(318,16)",img_963,6
b97a433c,2025-08-20 14:07:42,2025-08-20 14:08:11,"(131,422)","(12,68)",img_451,7
b97a433c,2025-08-20 14:08:22,2025-08-20 14:08:51,"(254,467)","(115,175)",img_616,8
b97a433c,2025-08-20 14:09:03,2025-08-20 14:09:32,"(10,36)","(387,49)",img_934,9
b97a433c,2025-08-20 14:09:37,2025-08-20 14:10:06,"(262,465)","(381,131)",img_206,10
f4ed2e78,2025-08-20 14:01:00,2025-08-20 14:01:27,"(326,76)","(231,70)",img_214,1
f4ed2e78,2025-08-20 14:01:35,2025-08-20 14:02:02,"(65,4)","(327,321)",img_467,2
f4ed2e78,2025-08-20 14:02:15,2025-08-20 14:02:42,"(283,463)","(333,84)",img_116,3
f4ed2e78,2025-08-20 14:02:57,2025-08-20 14:03:24,"(82,499)","(79,378)",img_260,4
f4ed2e78,2025-08-20 14:03:31,2025-08-20 14:03:58,"(428,147)","(132,210)",img_737,5
f4ed2e78,2025-08-20 14:04:09,2025-08-20 14:04:36,"(402,34)","(78,499)",img_370,6
f4ed2e78,2025-08-20 14:04:49,2025-08-20 14:05:16,"(126,76)","(346,122)",img_353,7
f4ed2e78,2025-08-20 14:05:22,2025-08-20 14:05:49,"(340,116)","(163,188)",img_985,8
f4ed2e78,2025-08-20 14:05:55,2025-08-20 14:06:22,"(354,387)","(461,388)",img_265,9
f4ed2e78,2025-08-20 14:06:31,2025-08-20 14:06:58,"(265,399)","(87,287)",img_904,10
43db29c6,2025-08-20 14:09:00,2025-08-20 14:09:28,"(400,85)","(4,240)",img_192,1
43db29c6,2025-08-20 14:09:33,2025-08-20 14:10:01,"(25,211)","(226,406)",img_596,2
43db29c6,2025-08-20 14:10:10,2025-08-20 14:10:38,"(130,132)","(222,450)",img_936,3
43db29c6,2025-08-20 14:10:44,2025-08-20 14:11:12,"(258,339)","(345,497)",img_605,4
43db29c6,2025-08-20 14:11:27,2025-08-20 14:11:55,"(211,220)","(188,83)",img_123,5
43db29c6,2025-08-20 14:12:04,2025-08-20 14:12:32,"(220,161)","(240,6)",img_480,6
43db29c6,2025-08-20 14:12:37,2025-08-20 14:13:05,"(425,364)","(7,57)",img_624,7
43db29c6,2025-08-20 14:13:14,2025-08-20 14:13:42,"(301,294)","(212,203)",img_270,8
43db29c6,2025-08-20 14:13:53,2025-08-20 14:14:21,"(242,228)","(415,90)",img_246,9
43db29c6,2025-08-20 14:14:34,2025-08-20 14:15:02,"(297,66)","(471,143)",img_491,10
af5915a0,2025-08-20 14:07:00,2025-08-20 14:07:25,"(288,267)","(258,27)",img_334,1
af5915a0,2025-08-20 14:07:37,2025-08-20 14:08:02,"(285,121)","(235,269)",img_860,2
